"","Lot_Shape","Land_Contour","Utility","Land_Slope","Exter_Qual","Exter_Cond","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","Bsmt_FinType1","Bsmt_FinType2","Heating_QC","Central_Air","Kitchen_Qual","Func","Fireplace_Qu","Garage_Finish","Garage_Quality","Garage_Cond","Paved_Drive","Pool_Qual","Fence_","MSSubClass","LotFrontage","LotArea","OverallCond","YearBuilt","MasVnrArea","X1stFlrSF","X2ndFlrSF","GrLivArea","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","MoSold","YrSold","SalePrice","renovation","bath","totalsf","MSZoningC","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","Condition1Feedr","Condition1Norm","Condition1PosA","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition1RRNe","Condition1RRNn","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Fin","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeDetchd","GarageTypeNone","SaleTypeCon","SaleTypeConLD","SaleTypeConLI","SaleTypeConLw","SaleTypeCWD","SaleTypeNew","SaleTypeOth","SaleTypeWD","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial","SalesRange"
"479",4,4,4,3,4,3,5,3,4,6,1,5,1,4,7,4,2,3,3,2,0,0,20,79,9.27209376825166,5,2007,336,1718,0,1718,3,1,7,1,9,2009,12.6014874177848,3,3,1078,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category6"
"480",4,3,4,3,3,3,2,3,1,3,1,3,1,3,7,0,1,3,3,2,0,3,30,50,8.68693596600333,7,1937,435,1131,0,1131,2,1,7,0,3,2007,11.40166982941,3,1,744,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"category2"
"481",3,4,4,3,4,3,5,3,4,6,1,5,1,4,7,4,3,3,3,2,0,0,20,98,9.68240437718884,5,2004,378,1850,0,1850,3,1,8,1,3,2006,12.6946526603488,3,3,1403,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category6"
"482",3,2,4,3,4,3,5,3,4,6,1,5,1,5,7,4,3,3,3,2,0,0,20,72,9.37974553683691,5,2003,562,1792,0,1792,2,1,6,1,8,2006,12.8320110763967,3,3,1129,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category6"
"483",4,4,4,3,4,3,3,3,1,5,1,5,1,5,5,4,1,2,2,2,0,0,70,50,7.82404601085629,8,1915,0,916,910,1826,4,1,7,1,6,2009,11.9511803959014,3,2.5,164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"484",4,4,4,3,3,3,5,3,1,6,1,5,1,3,7,0,1,3,3,2,0,0,120,32,8.41183267575841,5,1998,116,1216,0,1216,2,1,5,0,5,2006,12.0076217068063,0,3,527,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"485",3,4,4,3,3,4,3,3,1,5,1,4,1,4,7,0,1,3,3,2,0,0,20,67.7,8.95647984799991,7,1962,0,999,0,999,3,1,6,0,3,2007,11.7943379244084,3,2,396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"486",4,4,4,3,4,3,3,3,1,5,1,4,1,4,7,4,1,3,3,2,0,0,20,80,9.16951837745593,7,1950,0,1113,0,1113,3,1,5,1,7,2009,11.8981878657609,3,1,464,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"487",4,4,4,3,3,3,3,3,1,5,1,3,1,3,7,0,2,3,3,2,0,0,20,79,9.23883064237581,7,1965,168,1073,0,1073,3,1,6,0,6,2007,11.9576112862317,0,2.5,515,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"488",3,4,4,3,3,3,4,3,3,5,1,4,1,3,7,3,1,3,3,2,0,0,20,70,9.41270962407392,6,1971,0,1484,0,1484,3,1,7,1,2,2007,12.0725412529057,0,2,891,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"489",4,4,4,3,3,2,3,2,1,4,1,3,0,3,4,4,1,3,2,0,0,0,190,60,9.28730141311231,4,1900,0,1766,648,2414,3,2,10,1,5,2006,11.982929094216,2,2,662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"category4"
"490",4,4,4,3,3,4,4,3,3,6,1,3,1,4,7,0,1,3,3,2,0,0,180,21,7.3304052118444,8,1970,0,630,0,630,1,1,3,0,5,2009,11.3621025752356,3,2,286,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category2"
"491",4,4,4,3,3,3,4,3,2,1,1,3,1,3,7,4,3,3,3,2,0,0,160,33.715,7.88795933659994,6,1976,0,616,688,1304,3,1,4,1,6,2008,11.6526874073454,0,1.5,501,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"492",4,4,4,3,3,3,3,3,1,4,3,3,1,2,7,3,1,3,3,2,0,3,50,79,9.15799389160397,7,1941,0,958,620,1578,3,1,5,2,8,2006,11.7981044072039,1,2,272,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"493",3,4,4,3,4,3,4,3,1,1,1,4,1,3,7,0,2,3,3,2,0,0,60,105,9.65361494147989,5,2006,0,728,728,1456,3,1,8,0,5,2006,12.0598033260287,0,2.5,429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"category4"
"494",4,4,4,3,3,3,3,3,1,4,2,3,1,3,7,2,1,3,3,2,0,0,20,70,8.97853441008332,6,1960,0,1269,0,1269,3,1,6,1,6,2008,11.9511803959014,0,1.5,308,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"495",4,4,4,3,3,3,2,3,1,1,1,4,1,3,7,0,1,3,3,2,0,0,30,50,8.6628507638386,8,1938,0,886,0,886,2,1,4,0,12,2009,11.4219060665831,2,1,517,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category2"
"496",4,4,4,3,3,3,3,3,1,3,1,3,0,3,7,0,0,0,0,0,0,2,30,60,8.97195627124569,5,1920,0,720,0,720,2,1,4,0,11,2009,10.4602421081905,1,1,638,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"category1"
"497",3,4,4,3,4,3,4,3,1,6,1,5,1,4,7,4,2,3,3,2,0,0,20,104.41,9.44872715270309,5,1992,0,3228,0,3228,4,1,10,1,5,2007,12.9715404876697,2,4,1176,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category7"
"498",4,4,4,3,3,4,3,3,1,3,1,5,1,3,7,0,1,3,3,0,0,4,50,60,9.11822508306838,6,1925,0,1133,687,1820,4,1,8,0,6,2008,12.1226910365911,1,3,340,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"499",4,4,4,3,3,3,3,3,1,5,1,5,1,4,7,0,3,3,3,2,0,3,20,65,8.96187901267768,7,1967,89,899,0,899,3,1,5,0,6,2009,11.7752897294377,3,1,352,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"500",3,4,4,3,3,3,3,3,1,4,2,2,1,3,7,0,3,3,3,2,0,1,20,70,8.9273141110606,7,1958,0,912,0,912,2,1,5,0,6,2007,11.6952470217642,2,1.5,594,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"501",4,4,4,3,3,3,3,3,1,4,1,3,1,3,7,0,1,3,3,2,0,0,160,21,7.54433210805369,5,1973,285,672,546,1218,3,1,7,0,5,2007,11.6351430976945,0,1.5,436,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"502",4,4,4,3,4,3,4,3,1,6,1,4,1,4,7,0,2,3,3,2,0,0,60,75,9.19044374026173,5,2005,0,866,902,1768,3,1,7,0,2,2008,12.3313828364956,0,2.5,711,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"503",4,4,4,3,3,3,3,3,1,5,6,5,1,3,7,0,1,2,2,2,0,4,20,70,9.12369256525051,7,1965,0,1214,0,1214,2,1,6,0,4,2007,11.8493977015914,0,2,645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"504",3,4,4,3,3,3,3,3,1,5,1,3,1,3,7,3,3,3,3,2,0,2,20,100,9.65515439014826,8,1959,0,1801,0,1801,1,1,6,2,3,2010,12.5741819670946,2,3,699,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"505",4,4,4,3,3,3,3,3,1,5,3,3,1,3,7,2,1,3,3,2,0,0,160,24,7.74413662762799,5,1974,0,855,467,1322,3,1,6,1,6,2009,11.8981878657609,0,3,700,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"506",4,4,4,3,3,3,3,3,1,1,1,4,1,3,7,0,1,3,3,0,0,0,90,60,8.93537707193218,5,1952,360,960,1000,1960,4,2,10,0,7,2009,11.7320609948869,0,2,400,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"category3"
"507",3,4,4,3,4,3,4,3,1,6,1,5,1,4,7,3,2,3,3,2,0,0,60,80,9.16471519394991,5,1993,125,1065,846,1911,3,1,8,1,9,2006,12.2783933071098,2,2.5,734,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"508",3,4,4,3,4,3,4,3,1,6,1,5,1,4,7,0,3,3,3,2,0,0,20,75,8.96979630598181,5,2009,0,1218,0,1218,2,1,4,0,9,2009,12.2467346272491,0,2,778,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"category5"
"509",4,4,4,3,3,5,3,3,1,3,1,5,1,4,7,4,1,3,3,0,0,0,70,60,9.16951837745593,9,1928,0,689,689,1378,3,1,7,1,10,2008,11.9891596439666,3,2,476,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"510",4,4,4,3,3,3,3,3,1,5,1,5,1,3,7,0,2,3,3,2,0,3,20,80,9.16951837745593,6,1959,132,1041,0,1041,3,1,6,0,7,2009,11.7320609948869,0,2,582,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"511",4,4,4,3,4,3,3,3,1,4,3,5,1,3,6,3,1,3,3,2,0,0,20,75,9.58596463807333,7,1951,70,1363,0,1363,2,1,6,2,6,2009,12.0130945085477,3,2,822,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"512",3,4,4,3,4,3,4,3,1,1,1,5,1,4,7,4,2,3,3,2,0,0,120,40,8.82350072799118,5,2005,94,1368,0,1368,2,1,6,1,3,2006,12.2193096485622,3,2,641,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"category4"
"513",4,4,4,3,3,3,3,3,1,4,2,3,1,3,7,0,1,3,3,2,0,0,20,70,9.11602969250494,5,1958,0,864,0,864,3,1,5,0,7,2006,11.7745202026587,0,2,624,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"514",4,3,4,3,3,4,3,3,1,5,1,3,1,3,7,0,1,3,3,2,0,0,20,71,9.12554472027147,5,1983,0,1080,0,1080,3,1,5,0,6,2007,11.805595078933,0,1.5,762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"515",4,4,4,3,3,3,3,3,1,1,1,2,0,3,7,0,1,1,1,2,0,3,45,55,9.26804308210447,5,1926,0,789,0,789,2,1,5,0,6,2007,11.4772982873271,1,1,312,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category2"
"516",4,4,4,3,5,3,5,3,1,6,1,5,1,5,7,4,3,3,3,2,0,0,20,94,9.41082923272559,5,2009,305,2020,0,2020,3,1,9,1,9,2009,12.9063468682812,0,3.5,1110,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"category6"
"517",3,4,4,3,3,3,3,3,1,1,1,3,1,3,7,3,2,3,3,2,0,4,80,79.785,9.25416585151621,6,1972,333,1378,741,2119,3,1,7,1,8,2009,11.9703503120091,0,2.5,687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"category4"
"518",3,4,4,3,4,3,4,3,1,1,1,5,1,4,7,3,2,3,3,2,0,0,60,79,9.23092700558457,5,1996,921,1277,1067,2344,3,1,7,1,7,2009,12.4874851049684,2,2.5,1109,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"519",3,4,4,3,3,3,4,3,2,6,1,5,1,3,7,0,2,3,3,2,0,3,60,69.685,9.16230492293763,5,1998,0,882,914,1796,3,1,7,0,5,2007,12.2596134124582,0,3.5,582,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"520",4,4,4,3,4,3,4,3,1,1,1,5,1,4,7,4,1,3,3,2,0,3,70,53,9.2981680823417,9,1926,0,1276,804,2080,3,1,9,2,6,2009,12.3630763943398,3,1.5,427,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"521",4,4,4,3,3,3,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,190,60,9.28730141311231,7,1900,0,694,600,1294,3,2,7,0,8,2008,11.5735500867867,3,2,544,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"522",3,4,4,3,3,3,3,3,1,3,1,5,1,3,7,4,1,3,3,2,0,0,20,90,9.39166142843655,6,1957,0,1244,0,1244,3,1,6,2,5,2007,11.9183905730784,0,1.5,376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"523",4,4,4,3,3,4,3,3,1,5,1,5,1,3,7,4,1,3,3,2,0,0,50,50,8.51719319141624,7,1947,0,1004,660,1664,3,1,7,2,10,2006,11.9766594812024,1,2,480,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"525",3,4,4,3,4,3,4,3,1,6,1,5,1,4,7,3,3,3,3,2,0,0,60,95,9.37475250822657,5,1996,594,1383,1015,2398,3,1,8,1,8,2007,12.6627060402127,2,3.5,1133,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category6"
"526",4,4,4,3,4,3,4,3,1,1,1,5,1,4,7,3,1,3,3,2,0,0,20,62,8.9226582995244,5,2005,0,1266,0,1266,3,1,6,1,4,2006,12.0782392740203,0,2,635,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"527",4,4,4,3,3,3,4,3,1,3,1,3,1,3,7,0,1,3,3,2,0,0,20,70,9.49551931420985,7,1956,0,928,0,928,2,1,4,0,6,2007,11.7905572015685,3,1,669,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
